Waste Stream,Country,Year,Scenario,Substance main parent,Stock/Flow ID,Value,Unit,Data Quality,Reference,Remark 1,Remark 2,Remark 3
SLASH,AUT,2010,OBS,19 01 11*,SLASH_bottomAshesWasteInc,458080.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2011,OBS,19 01 11*,SLASH_bottomAshesWasteInc,469840.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2012,OBS,19 01 11*,SLASH_bottomAshesWasteInc,474040.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2013,OBS,19 01 11*,SLASH_bottomAshesWasteInc,480480.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2014,OBS,19 01 11*,SLASH_bottomAshesWasteInc,491680.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2015,OBS,19 01 11*,SLASH_bottomAshesWasteInc,513240.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2016,OBS,19 01 11*,SLASH_bottomAshesWasteInc,519400.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2017,OBS,19 01 11*,SLASH_bottomAshesWasteInc,544320.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2018,OBS,19 01 11*,SLASH_bottomAshesWasteInc,553560.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2019,OBS,19 01 11*,SLASH_bottomAshesWasteInc,561120.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2020,OBS,19 01 11*,SLASH_bottomAshesWasteInc,747320.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2021,OBS,19 01 11*,SLASH_bottomAshesWasteInc,743120.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,AUT,2022,BAU,19 01 11*,SLASH_bottomAshesWasteInc,586154.5688916385,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2023,BAU,19 01 11*,SLASH_bottomAshesWasteInc,587235.5091357603,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2024,BAU,19 01 11*,SLASH_bottomAshesWasteInc,589711.050063963,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2025,BAU,19 01 11*,SLASH_bottomAshesWasteInc,594248.7942045294,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2026,BAU,19 01 11*,SLASH_bottomAshesWasteInc,601040.1740904158,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2027,BAU,19 01 11*,SLASH_bottomAshesWasteInc,607577.3450127799,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2028,BAU,19 01 11*,SLASH_bottomAshesWasteInc,613354.3356670504,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2029,BAU,19 01 11*,SLASH_bottomAshesWasteInc,618588.9940505457,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2030,BAU,19 01 11*,SLASH_bottomAshesWasteInc,623562.4091314225,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2031,BAU,19 01 11*,SLASH_bottomAshesWasteInc,628452.4785850985,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2032,BAU,19 01 11*,SLASH_bottomAshesWasteInc,633376.3720662397,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2033,BAU,19 01 11*,SLASH_bottomAshesWasteInc,638395.0917802554,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2034,BAU,19 01 11*,SLASH_bottomAshesWasteInc,643645.3665735385,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2035,BAU,19 01 11*,SLASH_bottomAshesWasteInc,648952.5198132102,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2036,BAU,19 01 11*,SLASH_bottomAshesWasteInc,654311.363832143,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2037,BAU,19 01 11*,SLASH_bottomAshesWasteInc,659703.6521728686,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2038,BAU,19 01 11*,SLASH_bottomAshesWasteInc,665088.7568370351,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2039,BAU,19 01 11*,SLASH_bottomAshesWasteInc,670469.5388475908,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2040,BAU,19 01 11*,SLASH_bottomAshesWasteInc,675811.3096286826,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2041,BAU,19 01 11*,SLASH_bottomAshesWasteInc,681084.6043207895,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2042,BAU,19 01 11*,SLASH_bottomAshesWasteInc,686298.8352248323,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2043,BAU,19 01 11*,SLASH_bottomAshesWasteInc,691443.3434344165,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2044,BAU,19 01 11*,SLASH_bottomAshesWasteInc,696517.763282499,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2045,BAU,19 01 11*,SLASH_bottomAshesWasteInc,701548.5380017591,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2046,BAU,19 01 11*,SLASH_bottomAshesWasteInc,706495.9671078797,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2047,BAU,19 01 11*,SLASH_bottomAshesWasteInc,711350.445920001,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2048,BAU,19 01 11*,SLASH_bottomAshesWasteInc,716078.380039687,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2049,BAU,19 01 11*,SLASH_bottomAshesWasteInc,720697.2639687937,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,AUT,2050,BAU,19 01 11*,SLASH_bottomAshesWasteInc,725211.9434538478,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2010,OBS,19 01 11*,SLASH_bottomAshesWasteInc,543200.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2011,OBS,19 01 11*,SLASH_bottomAshesWasteInc,561120.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2012,OBS,19 01 11*,SLASH_bottomAshesWasteInc,573160.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2013,OBS,19 01 11*,SLASH_bottomAshesWasteInc,596680.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2014,OBS,19 01 11*,SLASH_bottomAshesWasteInc,581840.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2015,OBS,19 01 11*,SLASH_bottomAshesWasteInc,574000.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2016,OBS,19 01 11*,SLASH_bottomAshesWasteInc,591640.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2017,OBS,19 01 11*,SLASH_bottomAshesWasteInc,560560.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2018,OBS,19 01 11*,SLASH_bottomAshesWasteInc,566160.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2019,OBS,19 01 11*,SLASH_bottomAshesWasteInc,573160.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2020,OBS,19 01 11*,SLASH_bottomAshesWasteInc,1151360.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2021,OBS,19 01 11*,SLASH_bottomAshesWasteInc,1078560.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,BEL,2022,BAU,19 01 11*,SLASH_bottomAshesWasteInc,612299.472392219,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2023,BAU,19 01 11*,SLASH_bottomAshesWasteInc,618853.8518823815,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2024,BAU,19 01 11*,SLASH_bottomAshesWasteInc,623895.963166116,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2025,BAU,19 01 11*,SLASH_bottomAshesWasteInc,629881.205186454,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2026,BAU,19 01 11*,SLASH_bottomAshesWasteInc,636222.5893820547,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2027,BAU,19 01 11*,SLASH_bottomAshesWasteInc,642412.9130203659,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2028,BAU,19 01 11*,SLASH_bottomAshesWasteInc,648419.3274989103,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2029,BAU,19 01 11*,SLASH_bottomAshesWasteInc,654278.3331992218,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2030,BAU,19 01 11*,SLASH_bottomAshesWasteInc,660057.8736233909,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2031,BAU,19 01 11*,SLASH_bottomAshesWasteInc,665845.5165162375,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2032,BAU,19 01 11*,SLASH_bottomAshesWasteInc,671688.150583897,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2033,BAU,19 01 11*,SLASH_bottomAshesWasteInc,677578.5661734111,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2034,BAU,19 01 11*,SLASH_bottomAshesWasteInc,683616.6574021765,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2035,BAU,19 01 11*,SLASH_bottomAshesWasteInc,689686.7568678196,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2036,BAU,19 01 11*,SLASH_bottomAshesWasteInc,695732.2328343856,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2037,BAU,19 01 11*,SLASH_bottomAshesWasteInc,701754.4671677981,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2038,BAU,19 01 11*,SLASH_bottomAshesWasteInc,707681.0632237612,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2039,BAU,19 01 11*,SLASH_bottomAshesWasteInc,713532.690936779,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2040,BAU,19 01 11*,SLASH_bottomAshesWasteInc,719291.5747470139,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2041,BAU,19 01 11*,SLASH_bottomAshesWasteInc,724957.9384349295,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2042,BAU,19 01 11*,SLASH_bottomAshesWasteInc,730520.8021985933,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2043,BAU,19 01 11*,SLASH_bottomAshesWasteInc,735975.4896740647,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2044,BAU,19 01 11*,SLASH_bottomAshesWasteInc,741315.6480208276,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2045,BAU,19 01 11*,SLASH_bottomAshesWasteInc,746534.5362509163,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2046,BAU,19 01 11*,SLASH_bottomAshesWasteInc,751642.7489910581,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2047,BAU,19 01 11*,SLASH_bottomAshesWasteInc,756610.5378349803,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2048,BAU,19 01 11*,SLASH_bottomAshesWasteInc,761442.916865535,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2049,BAU,19 01 11*,SLASH_bottomAshesWasteInc,766159.1638264504,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,BEL,2050,BAU,19 01 11*,SLASH_bottomAshesWasteInc,770778.8353114296,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2010,OBS,19 01 11*,SLASH_bottomAshesWasteInc,139160.0,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2011,OBS,19 01 11*,SLASH_bottomAshesWasteInc,170800.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2012,OBS,19 01 11*,SLASH_bottomAshesWasteInc,183120.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2013,OBS,19 01 11*,SLASH_bottomAshesWasteInc,176680.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2014,OBS,19 01 11*,SLASH_bottomAshesWasteInc,169120.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2015,OBS,19 01 11*,SLASH_bottomAshesWasteInc,165200.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2016,OBS,19 01 11*,SLASH_bottomAshesWasteInc,164640.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2017,OBS,19 01 11*,SLASH_bottomAshesWasteInc,253400.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2018,OBS,19 01 11*,SLASH_bottomAshesWasteInc,246120.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2019,OBS,19 01 11*,SLASH_bottomAshesWasteInc,244440.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2020,OBS,19 01 11*,SLASH_bottomAshesWasteInc,206360.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2021,OBS,19 01 11*,SLASH_bottomAshesWasteInc,203280.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,CZE,2022,BAU,19 01 11*,SLASH_bottomAshesWasteInc,237869.85561246594,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2023,BAU,19 01 11*,SLASH_bottomAshesWasteInc,248092.47935127447,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2024,BAU,19 01 11*,SLASH_bottomAshesWasteInc,260722.28082068608,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2025,BAU,19 01 11*,SLASH_bottomAshesWasteInc,275468.33509346895,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2026,BAU,19 01 11*,SLASH_bottomAshesWasteInc,291148.20872197277,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2027,BAU,19 01 11*,SLASH_bottomAshesWasteInc,307636.13576231146,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2028,BAU,19 01 11*,SLASH_bottomAshesWasteInc,324870.5218676828,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2029,BAU,19 01 11*,SLASH_bottomAshesWasteInc,342668.32107777224,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2030,BAU,19 01 11*,SLASH_bottomAshesWasteInc,360840.34835151973,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2031,BAU,19 01 11*,SLASH_bottomAshesWasteInc,379237.1283635112,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2032,BAU,19 01 11*,SLASH_bottomAshesWasteInc,397749.504227978,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2033,BAU,19 01 11*,SLASH_bottomAshesWasteInc,416278.00942633447,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2034,BAU,19 01 11*,SLASH_bottomAshesWasteInc,435176.8434361459,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2035,BAU,19 01 11*,SLASH_bottomAshesWasteInc,453929.75702583476,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2036,BAU,19 01 11*,SLASH_bottomAshesWasteInc,472437.36885513633,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2037,BAU,19 01 11*,SLASH_bottomAshesWasteInc,490699.2095695247,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2038,BAU,19 01 11*,SLASH_bottomAshesWasteInc,508648.5812771377,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2039,BAU,19 01 11*,SLASH_bottomAshesWasteInc,526265.8947997895,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2040,BAU,19 01 11*,SLASH_bottomAshesWasteInc,543538.6114566409,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2041,BAU,19 01 11*,SLASH_bottomAshesWasteInc,560477.7618758354,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2042,BAU,19 01 11*,SLASH_bottomAshesWasteInc,577106.0463314966,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2043,BAU,19 01 11*,SLASH_bottomAshesWasteInc,593467.2146754044,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2044,BAU,19 01 11*,SLASH_bottomAshesWasteInc,609556.5309692578,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2045,BAU,19 01 11*,SLASH_bottomAshesWasteInc,625365.9438187616,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2046,BAU,19 01 11*,SLASH_bottomAshesWasteInc,640915.100251037,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2047,BAU,19 01 11*,SLASH_bottomAshesWasteInc,656214.3477240329,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2048,BAU,19 01 11*,SLASH_bottomAshesWasteInc,671252.0167438005,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2049,BAU,19 01 11*,SLASH_bottomAshesWasteInc,685985.2200024872,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,CZE,2050,BAU,19 01 11*,SLASH_bottomAshesWasteInc,700423.1498389189,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2010,OBS,19 01 11*,SLASH_bottomAshesWasteInc,653520.0000000001,t,2.0,,"Missing data, estimated from Eurostat MSW incineration quantities of neighbouring years ",,Sowmya Ravisandiran
SLASH,DNK,2011,OBS,19 01 11*,SLASH_bottomAshesWasteInc,740040.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2012,OBS,19 01 11*,SLASH_bottomAshesWasteInc,698600.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2013,OBS,19 01 11*,SLASH_bottomAshesWasteInc,702800.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2014,OBS,19 01 11*,SLASH_bottomAshesWasteInc,678720.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2015,OBS,19 01 11*,SLASH_bottomAshesWasteInc,670880.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2016,OBS,19 01 11*,SLASH_bottomAshesWasteInc,672560.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2017,OBS,19 01 11*,SLASH_bottomAshesWasteInc,680120.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2018,OBS,19 01 11*,SLASH_bottomAshesWasteInc,644560.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2019,OBS,19 01 11*,SLASH_bottomAshesWasteInc,653240.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2020,OBS,19 01 11*,SLASH_bottomAshesWasteInc,710080.0000000001,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2021,OBS,19 01 11*,SLASH_bottomAshesWasteInc,521360.00000000006,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,DNK,2022,BAU,19 01 11*,SLASH_bottomAshesWasteInc,680468.4950779389,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2023,BAU,19 01 11*,SLASH_bottomAshesWasteInc,680381.9402592678,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2024,BAU,19 01 11*,SLASH_bottomAshesWasteInc,679250.2529325344,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2025,BAU,19 01 11*,SLASH_bottomAshesWasteInc,678981.7950573649,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2026,BAU,19 01 11*,SLASH_bottomAshesWasteInc,678680.2307094962,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2027,BAU,19 01 11*,SLASH_bottomAshesWasteInc,678149.3313533396,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2028,BAU,19 01 11*,SLASH_bottomAshesWasteInc,677455.441262427,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2029,BAU,19 01 11*,SLASH_bottomAshesWasteInc,676624.6968892072,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2030,BAU,19 01 11*,SLASH_bottomAshesWasteInc,675774.1715560248,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2031,BAU,19 01 11*,SLASH_bottomAshesWasteInc,674971.8590519893,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2032,BAU,19 01 11*,SLASH_bottomAshesWasteInc,674218.4343006264,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2033,BAU,19 01 11*,SLASH_bottomAshesWasteInc,673536.3722043901,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2034,BAU,19 01 11*,SLASH_bottomAshesWasteInc,673066.1895543305,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2035,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672720.5255530634,t,3.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2036,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672480.386473112,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2037,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672385.3988837946,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2038,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672315.8021702348,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2039,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672360.3043489913,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2040,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672528.4452781067,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2041,BAU,19 01 11*,SLASH_bottomAshesWasteInc,672801.2110286612,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2042,BAU,19 01 11*,SLASH_bottomAshesWasteInc,673226.4818269314,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2043,BAU,19 01 11*,SLASH_bottomAshesWasteInc,673782.9827584955,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2044,BAU,19 01 11*,SLASH_bottomAshesWasteInc,674481.9535163988,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2045,BAU,19 01 11*,SLASH_bottomAshesWasteInc,675316.9148706895,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2046,BAU,19 01 11*,SLASH_bottomAshesWasteInc,676269.6232092817,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2047,BAU,19 01 11*,SLASH_bottomAshesWasteInc,677331.6368296946,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2048,BAU,19 01 11*,SLASH_bottomAshesWasteInc,678470.8077210159,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2049,BAU,19 01 11*,SLASH_bottomAshesWasteInc,679666.6855273778,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,DNK,2050,BAU,19 01 11*,SLASH_bottomAshesWasteInc,680909.1041446212,t,4.0,,Estimated from models - Check Reference,,Sowmya Ravisandiran
SLASH,FIN,2010,OBS,19 01 11*,SLASH_bottomAshesWasteInc,155680.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
SLASH,FIN,2011,OBS,19 01 11*,SLASH_bottomAshesWasteInc,189840.00000000003,t,2.0,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
