unit,waste,Waste categories,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,NUTS_code
T,W072,Paper and cardboard wastes,Kosovo*,2022,,
T,W074,Plastic wastes,Albania,2010,,
T,W074,Plastic wastes,Albania,2012,,
T,W074,Plastic wastes,Albania,2014,,
T,W074,Plastic wastes,Albania,2016,,
T,W074,Plastic wastes,Albania,2018,,
T,W074,Plastic wastes,Albania,2020,,
T,W074,Plastic wastes,Albania,2022,,
T,W074,Plastic wastes,Austria,2010,,AUT
T,W074,Plastic wastes,Austria,2012,,AUT
T,W074,Plastic wastes,Austria,2014,,AUT
T,W074,Plastic wastes,Austria,2016,,AUT
T,W074,Plastic wastes,Austria,2018,,AUT
T,W074,Plastic wastes,Austria,2020,,AUT
T,W074,Plastic wastes,Austria,2022,,AUT
T,W074,Plastic wastes,Bosnia and Herzegovina,2010,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2012,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2014,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2016,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2018,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2020,,
T,W074,Plastic wastes,Bosnia and Herzegovina,2022,,
T,W074,Plastic wastes,Belgium,2010,,BEL
T,W074,Plastic wastes,Belgium,2012,,BEL
T,W074,Plastic wastes,Belgium,2014,,BEL
T,W074,Plastic wastes,Belgium,2016,,BEL
T,W074,Plastic wastes,Belgium,2018,,BEL
T,W074,Plastic wastes,Belgium,2020,,BEL
T,W074,Plastic wastes,Belgium,2022,,BEL
T,W074,Plastic wastes,Bulgaria,2010,,BGR
T,W074,Plastic wastes,Bulgaria,2012,,BGR
T,W074,Plastic wastes,Bulgaria,2014,,BGR
T,W074,Plastic wastes,Bulgaria,2016,,BGR
T,W074,Plastic wastes,Bulgaria,2018,,BGR
T,W074,Plastic wastes,Bulgaria,2020,,BGR
T,W074,Plastic wastes,Bulgaria,2022,,BGR
T,W074,Plastic wastes,Cyprus,2010,,CYP
T,W074,Plastic wastes,Cyprus,2012,,CYP
T,W074,Plastic wastes,Cyprus,2014,,CYP
T,W074,Plastic wastes,Cyprus,2016,,CYP
T,W074,Plastic wastes,Cyprus,2018,,CYP
T,W074,Plastic wastes,Cyprus,2020,,CYP
T,W074,Plastic wastes,Cyprus,2022,,CYP
T,W074,Plastic wastes,Czechia,2010,,CZE
T,W074,Plastic wastes,Czechia,2012,,CZE
T,W074,Plastic wastes,Czechia,2014,,CZE
T,W074,Plastic wastes,Czechia,2016,,CZE
T,W074,Plastic wastes,Czechia,2018,,CZE
T,W074,Plastic wastes,Czechia,2020,,CZE
T,W074,Plastic wastes,Czechia,2022,,CZE
T,W074,Plastic wastes,Germany,2010,,DEU
T,W074,Plastic wastes,Germany,2012,,DEU
T,W074,Plastic wastes,Germany,2014,,DEU
T,W074,Plastic wastes,Germany,2016,,DEU
T,W074,Plastic wastes,Germany,2018,,DEU
T,W074,Plastic wastes,Germany,2020,,DEU
T,W074,Plastic wastes,Germany,2022,,DEU
T,W074,Plastic wastes,Denmark,2010,,DNK
T,W074,Plastic wastes,Denmark,2012,,DNK
T,W074,Plastic wastes,Denmark,2014,,DNK
T,W074,Plastic wastes,Denmark,2016,,DNK
T,W074,Plastic wastes,Denmark,2018,,DNK
T,W074,Plastic wastes,Denmark,2020,,DNK
T,W074,Plastic wastes,Denmark,2022,,DNK
T,W074,Plastic wastes,Estonia,2010,,EST
T,W074,Plastic wastes,Estonia,2012,,EST
T,W074,Plastic wastes,Estonia,2014,,EST
T,W074,Plastic wastes,Estonia,2016,,EST
T,W074,Plastic wastes,Estonia,2018,,EST
T,W074,Plastic wastes,Estonia,2020,,EST
T,W074,Plastic wastes,Estonia,2022,,EST
T,W074,Plastic wastes,Greece,2010,,GRC
T,W074,Plastic wastes,Greece,2012,,GRC
T,W074,Plastic wastes,Greece,2014,,GRC
T,W074,Plastic wastes,Greece,2016,,GRC
T,W074,Plastic wastes,Greece,2018,,GRC
T,W074,Plastic wastes,Greece,2020,,GRC
T,W074,Plastic wastes,Greece,2022,,GRC
T,W074,Plastic wastes,Spain,2010,,ESP
T,W074,Plastic wastes,Spain,2012,,ESP
T,W074,Plastic wastes,Spain,2014,,ESP
T,W074,Plastic wastes,Spain,2016,,ESP
T,W074,Plastic wastes,Spain,2018,,ESP
T,W074,Plastic wastes,Spain,2020,,ESP
T,W074,Plastic wastes,Spain,2022,,ESP
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2010,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2012,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2014,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2016,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2018,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2020,,EU27_2020
T,W074,Plastic wastes,European Union - 27 countries (from 2020),2022,,EU27_2020
T,W074,Plastic wastes,European Union - 28 countries (2013-2020),2010,,
T,W074,Plastic wastes,European Union - 28 countries (2013-2020),2012,,
T,W074,Plastic wastes,European Union - 28 countries (2013-2020),2014,,
T,W074,Plastic wastes,European Union - 28 countries (2013-2020),2016,,
T,W074,Plastic wastes,European Union - 28 countries (2013-2020),2018,,
T,W074,Plastic wastes,Finland,2010,,FIN
T,W074,Plastic wastes,Finland,2012,,FIN
T,W074,Plastic wastes,Finland,2014,,FIN
T,W074,Plastic wastes,Finland,2016,,FIN
T,W074,Plastic wastes,Finland,2018,,FIN
T,W074,Plastic wastes,Finland,2020,,FIN
T,W074,Plastic wastes,Finland,2022,,FIN
T,W074,Plastic wastes,France,2010,,FRA
T,W074,Plastic wastes,France,2012,,FRA
T,W074,Plastic wastes,France,2014,,FRA
T,W074,Plastic wastes,France,2016,,FRA
T,W074,Plastic wastes,France,2018,,FRA
T,W074,Plastic wastes,France,2020,,FRA
T,W074,Plastic wastes,France,2022,,FRA
T,W074,Plastic wastes,Croatia,2010,,HRV
T,W074,Plastic wastes,Croatia,2012,,HRV
T,W074,Plastic wastes,Croatia,2014,,HRV
T,W074,Plastic wastes,Croatia,2016,,HRV
T,W074,Plastic wastes,Croatia,2018,,HRV
T,W074,Plastic wastes,Croatia,2020,,HRV
T,W074,Plastic wastes,Croatia,2022,,HRV
T,W074,Plastic wastes,Hungary,2010,,HUN
T,W074,Plastic wastes,Hungary,2012,,HUN
T,W074,Plastic wastes,Hungary,2014,,HUN
T,W074,Plastic wastes,Hungary,2016,,HUN
T,W074,Plastic wastes,Hungary,2018,,HUN
T,W074,Plastic wastes,Hungary,2020,,HUN
T,W074,Plastic wastes,Hungary,2022,,HUN
T,W074,Plastic wastes,Ireland,2010,,IRL
T,W074,Plastic wastes,Ireland,2012,,IRL
T,W074,Plastic wastes,Ireland,2014,,IRL
T,W074,Plastic wastes,Ireland,2016,,IRL
T,W074,Plastic wastes,Ireland,2018,,IRL
T,W074,Plastic wastes,Ireland,2020,,IRL
T,W074,Plastic wastes,Ireland,2022,,IRL
T,W074,Plastic wastes,Iceland,2010,,ISL
T,W074,Plastic wastes,Iceland,2012,,ISL
T,W074,Plastic wastes,Iceland,2014,,ISL
T,W074,Plastic wastes,Iceland,2016,,ISL
T,W074,Plastic wastes,Iceland,2018,,ISL
T,W074,Plastic wastes,Iceland,2020,,ISL
T,W074,Plastic wastes,Iceland,2022,,ISL
T,W074,Plastic wastes,Italy,2010,,ITA
T,W074,Plastic wastes,Italy,2012,,ITA
T,W074,Plastic wastes,Italy,2014,,ITA
T,W074,Plastic wastes,Italy,2016,,ITA
T,W074,Plastic wastes,Italy,2018,,ITA
T,W074,Plastic wastes,Italy,2020,,ITA
T,W074,Plastic wastes,Italy,2022,,ITA
T,W074,Plastic wastes,Liechtenstein,2010,,
T,W074,Plastic wastes,Liechtenstein,2012,,
T,W074,Plastic wastes,Liechtenstein,2014,,
T,W074,Plastic wastes,Liechtenstein,2016,,
T,W074,Plastic wastes,Liechtenstein,2018,,
T,W074,Plastic wastes,Liechtenstein,2020,,
T,W074,Plastic wastes,Liechtenstein,2022,,
T,W074,Plastic wastes,Lithuania,2010,,LTU
T,W074,Plastic wastes,Lithuania,2012,,LTU
T,W074,Plastic wastes,Lithuania,2014,,LTU
T,W074,Plastic wastes,Lithuania,2016,,LTU
T,W074,Plastic wastes,Lithuania,2018,,LTU
T,W074,Plastic wastes,Lithuania,2020,,LTU
T,W074,Plastic wastes,Lithuania,2022,,LTU
T,W074,Plastic wastes,Luxembourg,2010,,LUX
T,W074,Plastic wastes,Luxembourg,2012,,LUX
T,W074,Plastic wastes,Luxembourg,2014,,LUX
T,W074,Plastic wastes,Luxembourg,2016,,LUX
T,W074,Plastic wastes,Luxembourg,2018,,LUX
T,W074,Plastic wastes,Luxembourg,2020,,LUX
T,W074,Plastic wastes,Luxembourg,2022,,LUX
T,W074,Plastic wastes,Latvia,2010,,LVA
T,W074,Plastic wastes,Latvia,2012,,LVA
T,W074,Plastic wastes,Latvia,2014,,LVA
T,W074,Plastic wastes,Latvia,2016,,LVA
T,W074,Plastic wastes,Latvia,2018,,LVA
T,W074,Plastic wastes,Latvia,2020,,LVA
T,W074,Plastic wastes,Latvia,2022,,LVA
T,W074,Plastic wastes,Montenegro,2010,,
T,W074,Plastic wastes,Montenegro,2012,,
T,W074,Plastic wastes,Montenegro,2014,,
T,W074,Plastic wastes,Montenegro,2016,,
T,W074,Plastic wastes,Montenegro,2018,,
T,W074,Plastic wastes,Montenegro,2020,,
T,W074,Plastic wastes,Montenegro,2022,,
T,W074,Plastic wastes,North Macedonia,2010,,
T,W074,Plastic wastes,North Macedonia,2012,,
T,W074,Plastic wastes,North Macedonia,2014,,
T,W074,Plastic wastes,North Macedonia,2016,,
T,W074,Plastic wastes,North Macedonia,2018,,
T,W074,Plastic wastes,North Macedonia,2020,,
T,W074,Plastic wastes,North Macedonia,2022,,
T,W074,Plastic wastes,Malta,2010,,MLT
T,W074,Plastic wastes,Malta,2012,,MLT
T,W074,Plastic wastes,Malta,2014,,MLT
T,W074,Plastic wastes,Malta,2016,,MLT
T,W074,Plastic wastes,Malta,2018,,MLT
T,W074,Plastic wastes,Malta,2020,,MLT
T,W074,Plastic wastes,Malta,2022,,MLT
T,W074,Plastic wastes,Netherlands,2010,,NLD
T,W074,Plastic wastes,Netherlands,2012,,NLD
T,W074,Plastic wastes,Netherlands,2014,,NLD
T,W074,Plastic wastes,Netherlands,2016,,NLD
T,W074,Plastic wastes,Netherlands,2018,,NLD
T,W074,Plastic wastes,Netherlands,2020,,NLD
T,W074,Plastic wastes,Netherlands,2022,,NLD
T,W074,Plastic wastes,Norway,2010,,NOR
T,W074,Plastic wastes,Norway,2012,,NOR
T,W074,Plastic wastes,Norway,2014,,NOR
T,W074,Plastic wastes,Norway,2016,,NOR
T,W074,Plastic wastes,Norway,2018,,NOR
T,W074,Plastic wastes,Norway,2020,,NOR
T,W074,Plastic wastes,Norway,2022,,NOR
T,W074,Plastic wastes,Poland,2010,,POL
T,W074,Plastic wastes,Poland,2012,,POL
T,W074,Plastic wastes,Poland,2014,,POL
T,W074,Plastic wastes,Poland,2016,,POL
T,W074,Plastic wastes,Poland,2018,,POL
T,W074,Plastic wastes,Poland,2020,,POL
T,W074,Plastic wastes,Poland,2022,,POL
T,W074,Plastic wastes,Portugal,2010,,PRT
T,W074,Plastic wastes,Portugal,2012,,PRT
T,W074,Plastic wastes,Portugal,2014,,PRT
T,W074,Plastic wastes,Portugal,2016,,PRT
T,W074,Plastic wastes,Portugal,2018,,PRT
T,W074,Plastic wastes,Portugal,2020,,PRT
T,W074,Plastic wastes,Portugal,2022,,PRT
T,W074,Plastic wastes,Romania,2010,,ROU
T,W074,Plastic wastes,Romania,2012,,ROU
T,W074,Plastic wastes,Romania,2014,,ROU
T,W074,Plastic wastes,Romania,2016,,ROU
T,W074,Plastic wastes,Romania,2018,,ROU
T,W074,Plastic wastes,Romania,2020,,ROU
T,W074,Plastic wastes,Romania,2022,,ROU
T,W074,Plastic wastes,Serbia,2010,,
T,W074,Plastic wastes,Serbia,2012,,
T,W074,Plastic wastes,Serbia,2014,,
T,W074,Plastic wastes,Serbia,2016,,
T,W074,Plastic wastes,Serbia,2018,,
T,W074,Plastic wastes,Serbia,2020,,
T,W074,Plastic wastes,Serbia,2022,,
T,W074,Plastic wastes,Sweden,2010,,SWE
T,W074,Plastic wastes,Sweden,2012,,SWE
T,W074,Plastic wastes,Sweden,2014,,SWE
T,W074,Plastic wastes,Sweden,2016,,SWE
T,W074,Plastic wastes,Sweden,2018,,SWE
T,W074,Plastic wastes,Sweden,2020,,SWE
T,W074,Plastic wastes,Sweden,2022,,SWE
T,W074,Plastic wastes,Slovenia,2010,,SVN
T,W074,Plastic wastes,Slovenia,2012,,SVN
T,W074,Plastic wastes,Slovenia,2014,,SVN
T,W074,Plastic wastes,Slovenia,2016,,SVN
T,W074,Plastic wastes,Slovenia,2018,,SVN
T,W074,Plastic wastes,Slovenia,2020,,SVN
T,W074,Plastic wastes,Slovenia,2022,,SVN
T,W074,Plastic wastes,Slovakia,2010,,SVK
T,W074,Plastic wastes,Slovakia,2012,,SVK
T,W074,Plastic wastes,Slovakia,2014,,SVK
T,W074,Plastic wastes,Slovakia,2016,,SVK
T,W074,Plastic wastes,Slovakia,2018,,SVK
T,W074,Plastic wastes,Slovakia,2020,,SVK
T,W074,Plastic wastes,Slovakia,2022,,SVK
T,W074,Plastic wastes,Türkiye,2010,,
T,W074,Plastic wastes,Türkiye,2012,,
T,W074,Plastic wastes,Türkiye,2014,,
T,W074,Plastic wastes,Türkiye,2016,,
T,W074,Plastic wastes,Türkiye,2018,,
T,W074,Plastic wastes,Türkiye,2020,,
T,W074,Plastic wastes,Türkiye,2022,,
T,W074,Plastic wastes,United Kingdom,2010,,GBR
T,W074,Plastic wastes,United Kingdom,2012,,GBR
T,W074,Plastic wastes,United Kingdom,2014,,GBR
T,W074,Plastic wastes,United Kingdom,2016,,GBR
T,W074,Plastic wastes,United Kingdom,2018,,GBR
T,W074,Plastic wastes,United Kingdom,2020,,GBR
T,W074,Plastic wastes,Kosovo*,2010,,
T,W074,Plastic wastes,Kosovo*,2012,,
T,W074,Plastic wastes,Kosovo*,2014,,
T,W074,Plastic wastes,Kosovo*,2016,,
T,W074,Plastic wastes,Kosovo*,2018,,
T,W074,Plastic wastes,Kosovo*,2020,,
T,W074,Plastic wastes,Kosovo*,2022,,
T,W075,Wood wastes,Austria,2004,5.0,AUT
T,W075,Wood wastes,Austria,2006,60.0,AUT
T,W075,Wood wastes,Austria,2008,123.0,AUT
T,W075,Wood wastes,Austria,2010,20.0,AUT
T,W075,Wood wastes,Austria,2012,13.0,AUT
T,W075,Wood wastes,Austria,2014,21.0,AUT
T,W075,Wood wastes,Austria,2016,37.0,AUT
T,W075,Wood wastes,Austria,2018,86.0,AUT
T,W075,Wood wastes,Austria,2020,99.0,AUT
T,W075,Wood wastes,Austria,2022,28.0,AUT
T,W075,Wood wastes,Bosnia and Herzegovina,2018,0.0,
T,W075,Wood wastes,Bosnia and Herzegovina,2020,0.0,
T,W075,Wood wastes,Bosnia and Herzegovina,2022,0.0,
T,W075,Wood wastes,Belgium,2004,215675.0,BEL
T,W075,Wood wastes,Belgium,2006,0.0,BEL
T,W075,Wood wastes,Belgium,2008,0.0,BEL
T,W075,Wood wastes,Belgium,2010,0.0,BEL
T,W075,Wood wastes,Belgium,2012,80677.0,BEL
T,W075,Wood wastes,Belgium,2014,77173.0,BEL
T,W075,Wood wastes,Belgium,2016,87330.0,BEL
T,W075,Wood wastes,Belgium,2018,55034.0,BEL
T,W075,Wood wastes,Belgium,2020,44620.0,BEL
T,W075,Wood wastes,Belgium,2022,17967.0,BEL
T,W075,Wood wastes,Bulgaria,2006,0.0,BGR
T,W075,Wood wastes,Bulgaria,2008,0.0,BGR
T,W075,Wood wastes,Bulgaria,2018,0.0,BGR
T,W075,Wood wastes,Bulgaria,2020,0.0,BGR
T,W075,Wood wastes,Bulgaria,2022,0.0,BGR
T,W075,Wood wastes,Cyprus,2004,0.0,CYP
T,W075,Wood wastes,Cyprus,2006,0.0,CYP
T,W075,Wood wastes,Cyprus,2008,0.0,CYP
T,W075,Wood wastes,Cyprus,2010,0.0,CYP
T,W075,Wood wastes,Cyprus,2012,0.0,CYP
T,W075,Wood wastes,Cyprus,2014,0.0,CYP
T,W075,Wood wastes,Cyprus,2016,0.0,CYP
T,W075,Wood wastes,Cyprus,2018,0.0,CYP
T,W075,Wood wastes,Cyprus,2020,0.0,CYP
T,W075,Wood wastes,Cyprus,2022,0.0,CYP
T,W075,Wood wastes,Czechia,2004,4.0,CZE
T,W075,Wood wastes,Czechia,2006,4.0,CZE
T,W075,Wood wastes,Czechia,2008,1.0,CZE
T,W075,Wood wastes,Czechia,2010,57.0,CZE
T,W075,Wood wastes,Czechia,2012,297.0,CZE
T,W075,Wood wastes,Czechia,2014,7.0,CZE
T,W075,Wood wastes,Czechia,2016,18.0,CZE
T,W075,Wood wastes,Czechia,2018,39.0,CZE
T,W075,Wood wastes,Czechia,2020,36.0,CZE
T,W075,Wood wastes,Czechia,2022,42.0,CZE
T,W075,Wood wastes,Germany,2004,0.0,DEU
T,W075,Wood wastes,Germany,2006,0.0,DEU
T,W075,Wood wastes,Germany,2008,0.0,DEU
T,W075,Wood wastes,Germany,2010,0.0,DEU
T,W075,Wood wastes,Germany,2012,0.0,DEU
T,W075,Wood wastes,Germany,2014,0.0,DEU
T,W075,Wood wastes,Germany,2016,0.0,DEU
T,W075,Wood wastes,Germany,2018,0.0,DEU
T,W075,Wood wastes,Germany,2020,0.0,DEU
T,W075,Wood wastes,Germany,2022,0.0,DEU
T,W075,Wood wastes,Denmark,2004,0.0,DNK
T,W075,Wood wastes,Denmark,2006,0.0,DNK
T,W075,Wood wastes,Denmark,2008,0.0,DNK
T,W075,Wood wastes,Denmark,2010,10627.0,DNK
T,W075,Wood wastes,Denmark,2012,17999.0,DNK
T,W075,Wood wastes,Denmark,2014,38880.0,DNK
T,W075,Wood wastes,Denmark,2016,23947.0,DNK
T,W075,Wood wastes,Denmark,2018,79688.0,DNK
T,W075,Wood wastes,Denmark,2020,40281.0,DNK
T,W075,Wood wastes,Denmark,2022,47492.0,DNK
T,W075,Wood wastes,Estonia,2004,0.0,EST
T,W075,Wood wastes,Estonia,2006,0.0,EST
T,W075,Wood wastes,Estonia,2008,0.0,EST
T,W075,Wood wastes,Estonia,2010,0.0,EST
T,W075,Wood wastes,Estonia,2012,0.0,EST
T,W075,Wood wastes,Estonia,2014,0.0,EST
T,W075,Wood wastes,Estonia,2016,0.0,EST
T,W075,Wood wastes,Estonia,2018,0.0,EST
T,W075,Wood wastes,Estonia,2020,0.0,EST
T,W075,Wood wastes,Estonia,2022,0.0,EST
T,W075,Wood wastes,Greece,2006,0.0,GRC
T,W075,Wood wastes,Greece,2008,0.0,GRC
T,W075,Wood wastes,Greece,2010,0.0,GRC
T,W075,Wood wastes,Greece,2016,0.0,GRC
T,W075,Wood wastes,Greece,2018,0.0,GRC
T,W075,Wood wastes,Greece,2020,0.0,GRC
T,W075,Wood wastes,Greece,2022,0.0,GRC
T,W075,Wood wastes,Spain,2004,0.0,ESP
T,W075,Wood wastes,Spain,2006,0.0,ESP
T,W075,Wood wastes,Spain,2008,404.0,ESP
T,W075,Wood wastes,Spain,2010,508.0,ESP
T,W075,Wood wastes,Spain,2012,0.0,ESP
T,W075,Wood wastes,Spain,2014,0.0,ESP
T,W075,Wood wastes,Spain,2016,0.0,ESP
T,W075,Wood wastes,Spain,2018,0.0,ESP
T,W075,Wood wastes,Spain,2020,0.0,ESP
T,W075,Wood wastes,Spain,2022,0.0,ESP
T,W075,Wood wastes,European Union - 27 countries (from 2020),2006,60000.0,EU27_2020
T,W075,Wood wastes,European Union - 27 countries (from 2020),2008,70000.0,EU27_2020
T,W075,Wood wastes,European Union - 27 countries (from 2020),2018,230000.0,EU27_2020
T,W075,Wood wastes,European Union - 27 countries (from 2020),2020,210000.0,EU27_2020
T,W075,Wood wastes,European Union - 27 countries (from 2020),2022,110000.0,EU27_2020
T,W075,Wood wastes,European Union - 28 countries (2013-2020),2004,220000.0,
T,W075,Wood wastes,European Union - 28 countries (2013-2020),2006,60000.0,
T,W075,Wood wastes,European Union - 28 countries (2013-2020),2008,70000.0,
T,W075,Wood wastes,European Union - 28 countries (2013-2020),2018,230000.0,
T,W075,Wood wastes,Finland,2004,0.0,FIN
T,W075,Wood wastes,Finland,2006,1360.0,FIN
T,W075,Wood wastes,Finland,2008,2000.0,FIN
T,W075,Wood wastes,Finland,2010,0.0,FIN
T,W075,Wood wastes,Finland,2012,4470.0,FIN
T,W075,Wood wastes,Finland,2014,0.0,FIN
T,W075,Wood wastes,Finland,2016,0.0,FIN
T,W075,Wood wastes,Finland,2018,5037.0,FIN
T,W075,Wood wastes,Finland,2020,4569.0,FIN
T,W075,Wood wastes,Finland,2022,750.0,FIN
T,W075,Wood wastes,France,2004,0.0,FRA
T,W075,Wood wastes,France,2006,0.0,FRA
T,W075,Wood wastes,France,2008,0.0,FRA
T,W075,Wood wastes,France,2010,0.0,FRA
T,W075,Wood wastes,France,2012,0.0,FRA
T,W075,Wood wastes,France,2014,0.0,FRA
T,W075,Wood wastes,France,2016,0.0,FRA
T,W075,Wood wastes,France,2018,0.0,FRA
T,W075,Wood wastes,France,2020,0.0,FRA
T,W075,Wood wastes,France,2022,0.0,FRA
T,W075,Wood wastes,Croatia,2006,32833.0,HRV
T,W075,Wood wastes,Croatia,2008,0.0,HRV
T,W075,Wood wastes,Croatia,2012,0.0,HRV
T,W075,Wood wastes,Croatia,2014,0.0,HRV
T,W075,Wood wastes,Croatia,2016,1180.0,HRV
T,W075,Wood wastes,Croatia,2018,21.0,HRV
T,W075,Wood wastes,Croatia,2020,2.0,HRV
T,W075,Wood wastes,Croatia,2022,10.0,HRV
T,W075,Wood wastes,Hungary,2004,0.0,HUN
T,W075,Wood wastes,Hungary,2006,0.0,HUN
T,W075,Wood wastes,Hungary,2008,0.0,HUN
T,W075,Wood wastes,Hungary,2010,0.0,HUN
T,W075,Wood wastes,Hungary,2012,0.0,HUN
T,W075,Wood wastes,Hungary,2014,0.0,HUN
T,W075,Wood wastes,Hungary,2016,1.0,HUN
T,W075,Wood wastes,Hungary,2018,1.0,HUN
T,W075,Wood wastes,Hungary,2020,0.0,HUN
T,W075,Wood wastes,Hungary,2022,0.0,HUN
T,W075,Wood wastes,Ireland,2004,0.0,IRL
T,W075,Wood wastes,Ireland,2006,0.0,IRL
T,W075,Wood wastes,Ireland,2010,164.0,IRL
T,W075,Wood wastes,Ireland,2012,0.0,IRL
T,W075,Wood wastes,Ireland,2014,0.0,IRL
T,W075,Wood wastes,Ireland,2016,0.0,IRL
T,W075,Wood wastes,Ireland,2018,0.0,IRL
T,W075,Wood wastes,Ireland,2020,0.0,IRL
T,W075,Wood wastes,Ireland,2022,0.0,IRL
T,W075,Wood wastes,Iceland,2004,0.0,ISL
T,W075,Wood wastes,Iceland,2010,0.0,ISL
T,W075,Wood wastes,Iceland,2012,0.0,ISL
T,W075,Wood wastes,Iceland,2014,22.0,ISL
T,W075,Wood wastes,Iceland,2016,2.0,ISL
T,W075,Wood wastes,Iceland,2018,1.0,ISL
T,W075,Wood wastes,Iceland,2020,21.0,ISL
T,W075,Wood wastes,Iceland,2022,0.0,ISL
T,W075,Wood wastes,Italy,2004,1959.0,ITA
T,W075,Wood wastes,Italy,2006,7480.0,ITA
T,W075,Wood wastes,Italy,2008,13579.0,ITA
T,W075,Wood wastes,Italy,2010,95.0,ITA
T,W075,Wood wastes,Italy,2012,15.0,ITA
T,W075,Wood wastes,Italy,2014,525.0,ITA
T,W075,Wood wastes,Italy,2016,113.0,ITA
T,W075,Wood wastes,Italy,2018,59.0,ITA
T,W075,Wood wastes,Italy,2020,39.0,ITA
T,W075,Wood wastes,Italy,2022,17.0,ITA
T,W075,Wood wastes,Liechtenstein,2008,0.0,
T,W075,Wood wastes,Liechtenstein,2010,0.0,
T,W075,Wood wastes,Liechtenstein,2012,0.0,
T,W075,Wood wastes,Liechtenstein,2014,0.0,
T,W075,Wood wastes,Liechtenstein,2016,0.0,
T,W075,Wood wastes,Liechtenstein,2018,0.0,
T,W075,Wood wastes,Liechtenstein,2020,0.0,
T,W075,Wood wastes,Liechtenstein,2022,0.0,
T,W075,Wood wastes,Lithuania,2004,0.0,LTU
T,W075,Wood wastes,Lithuania,2006,0.0,LTU
T,W075,Wood wastes,Lithuania,2008,0.0,LTU
T,W075,Wood wastes,Lithuania,2010,0.0,LTU
T,W075,Wood wastes,Lithuania,2012,0.0,LTU
T,W075,Wood wastes,Lithuania,2014,2.0,LTU
T,W075,Wood wastes,Lithuania,2016,6.0,LTU
T,W075,Wood wastes,Lithuania,2018,2.0,LTU
T,W075,Wood wastes,Lithuania,2020,8.0,LTU
T,W075,Wood wastes,Lithuania,2022,0.0,LTU
T,W075,Wood wastes,Luxembourg,2004,302.0,LUX
T,W075,Wood wastes,Luxembourg,2006,194.0,LUX
T,W075,Wood wastes,Luxembourg,2008,3746.0,LUX
T,W075,Wood wastes,Luxembourg,2010,3051.0,LUX
T,W075,Wood wastes,Luxembourg,2012,2702.0,LUX
T,W075,Wood wastes,Luxembourg,2014,2239.0,LUX
T,W075,Wood wastes,Luxembourg,2016,2601.0,LUX
T,W075,Wood wastes,Luxembourg,2018,3443.0,LUX
T,W075,Wood wastes,Luxembourg,2020,2944.0,LUX
T,W075,Wood wastes,Luxembourg,2022,2224.0,LUX
T,W075,Wood wastes,Latvia,2004,0.0,LVA
T,W075,Wood wastes,Latvia,2010,0.0,LVA
T,W075,Wood wastes,Latvia,2012,45.0,LVA
T,W075,Wood wastes,Latvia,2014,5.0,LVA
T,W075,Wood wastes,Latvia,2016,6.0,LVA
T,W075,Wood wastes,Latvia,2018,0.0,LVA
T,W075,Wood wastes,Latvia,2020,0.0,LVA
T,W075,Wood wastes,Latvia,2022,0.0,LVA
T,W075,Wood wastes,Montenegro,2012,6.0,
T,W075,Wood wastes,Montenegro,2014,0.0,
T,W075,Wood wastes,Montenegro,2016,0.0,
T,W075,Wood wastes,Montenegro,2018,0.0,
T,W075,Wood wastes,Montenegro,2020,0.0,
T,W075,Wood wastes,Montenegro,2022,0.0,
T,W075,Wood wastes,North Macedonia,2012,0.0,
T,W075,Wood wastes,North Macedonia,2014,0.0,
T,W075,Wood wastes,North Macedonia,2016,0.0,
T,W075,Wood wastes,North Macedonia,2018,0.0,
T,W075,Wood wastes,North Macedonia,2020,0.0,
T,W075,Wood wastes,North Macedonia,2022,0.0,
T,W075,Wood wastes,Malta,2004,0.0,MLT
T,W075,Wood wastes,Malta,2006,0.0,MLT
T,W075,Wood wastes,Malta,2008,0.0,MLT
T,W075,Wood wastes,Malta,2010,0.0,MLT
T,W075,Wood wastes,Malta,2012,0.0,MLT
T,W075,Wood wastes,Malta,2014,0.0,MLT
T,W075,Wood wastes,Malta,2016,0.0,MLT
T,W075,Wood wastes,Malta,2018,0.0,MLT
T,W075,Wood wastes,Malta,2020,0.0,MLT
T,W075,Wood wastes,Malta,2022,0.0,MLT
T,W075,Wood wastes,Netherlands,2004,64.0,NLD
T,W075,Wood wastes,Netherlands,2006,0.0,NLD
T,W075,Wood wastes,Netherlands,2008,26372.0,NLD
T,W075,Wood wastes,Netherlands,2010,24206.0,NLD
T,W075,Wood wastes,Netherlands,2016,31006.0,NLD
T,W075,Wood wastes,Netherlands,2018,40643.0,NLD
T,W075,Wood wastes,Netherlands,2020,48397.0,NLD
T,W075,Wood wastes,Netherlands,2022,38135.0,NLD
